Company Random #,Sales Rep Random #,Contacts Full Name,Title,Company,Company Headcount,Industry,Company Website,Sales Representative
492,78,Lyn Carriage,Accounting Assistant I,Fiduciary/Claymore MLP Opportunity Fund,10000+,Holdings,www.fiduciary/claymore.com,Audrey Landry
903,59,Kelwin Botger,VP Sales,"Delek Logistics Partners, L.P.",1001-5000,Natural Gas Distribution,www.delek.com,Amanda Massey
816,71,Helaina Spowart,Mechanical Systems Engineer,HSBC Holdings plc,201-500,Savings Institutions,www.hsbc.com,Farrah Mcgee
398,94,Ertha Friatt,Data Coordiator,"First Solar, Inc.",10000+,Semiconductors,www.first.com,Adam Burch
530,91,Dix Melly,Nuclear Power Engineer,SAP SE,501-1000,Computer Software: Prepackaged Software,www.sap.com,Ainsley Ortiz
894,53,Mendie Bernardot,Sales Representative,Dynegy Inc.,201-500,Holdings,www.dynegy.com,Mona Mccormick
865,1,Randolph Rubinov,Developer III,"Energy Transfer Partners, L.P.",1001-5000,Natural Gas Distribution,www.energy.com,Bianca Cardenas
598,61,Loretta Sultan,Structural Analysis Engineer,"DHT Holdings, Inc.",201-500,Marine Transportation,www.dht.com,Maryam Whitfield
507,64,Belita Gonnet,Product Engineer,Liberty Interactive Corporation,10000+,Catalog/Specialty Distribution,www.liberty.com,Rama Frye
110,7,Freddie Hawkyens,Operator,"TG Therapeutics, Inc.",201-500,Major Pharmaceuticals,www.tg.com,Shaeleigh Ruiz
81,83,Veriee Winspurr,Programmer Analyst I,RELX N.V.,201-500,Publishing,www.relx.com,Kaseem James
397,76,Mike Force,Sales Representative,"Wal-Mart Stores, Inc.",501-1000,Department/Specialty Retail Stores,www.wal-mart.com,Bethany Horne
158,24,Kimberli Sherry,Clinical Specialist,"Liberty TripAdvisor Holdings, Inc.",10000+,EDP Services,www.liberty.com,Ava Osborne
259,90,Ignacius Crampsy,Data Coordiator,Dell Technologies Inc.,201-500,Computer Manufacturing,www.dell.com,Josiah Olson
774,61,Victor Martt,Administrative Assistant III,Allstate Corporation (The),10000+,Holdings,www.allstate.com,Maryam Whitfield
194,95,Alick Jecks,VP Accounting,"Hemisphere Media Group, Inc.",10000+,Television Services,www.hemisphere.com,Penelope Bolton
719,35,Ryon Chainey,Environmental Tech,Statoil ASA,501-1000,Integrated oil Companies,www.statoil.com,Ray Patton
578,68,Pippy Wisdish,Structural Engineer,First Trust NASDAQ Global Auto Index Fund,1001-5000,Holdings,www.first.com,Libby Lyons
854,4,Olimpia Flaverty,Staff Accountant I,Saban Capital Acquisition Corp.,201-500,Business Services,www.saban.com,Ignatius Frank
317,62,Morrie Bramhill,Account Executive,"Banco Santander, S.A.",1001-5000,Commercial Banks,www.banco.com,Alexander Barlow
58,20,Sauncho Tomczynski,Assistant Manager,"Luxottica Group, S.p.A.",10000+,Ophthalmic Goods,www.luxottica.com,Orson Santos
262,84,Darice Peffer,Marketing Assistant,Navios Maritime Partners LP,10000+,Marine Transportation,www.navios.com,Tasha Baxter
751,69,Gwennie Ekell,Software Test Engineer III,KB Financial Group Inc,201-500,Commercial Banks,www.kb.com,Jack Francis
812,67,Desiree Way,Web Designer II,ProAssurance Corporation,10000+,Property-Casualty Insurers,www.proassurance.com,Velma Eaton
531,44,Tris Haggith,GIS Technical Architect,Peoples Financial Corporation,1001-5000,Major Banks,www.peoples.com,Lani Solomon
112,65,Corty Prandy,Account Coordinator,State Street Corporation,10000+,Holdings,www.state.com,Orla Shepard
597,66,Suzie Devonald,Senior Financial Analyst,Brink&#39;s Company (The),501-1000,Oil Refining/Marketing,www.brink&#39;s.com,Jacob Dorsey
43,83,Eileen Jenkins,Account Coordinator,Norbord Inc.,10000+,Forest Products,www.norbord.com,Kaseem James
335,38,Lindy Schoroder,Web Designer IV,Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd,201-500,Holdings,www.western.com,Colleen Harper
371,61,Xenia O'Doogan,Analog Circuit Design manager,Ardmore Shipping Corporation,501-1000,Marine Transportation,www.ardmore.com,Maryam Whitfield
286,66,Payton Lashley,Food Chemist,Seneca Foods Corp.,10000+,Packaged Foods,www.seneca.com,Jacob Dorsey
573,26,Robbert Sellers,Quality Engineer,"Sprott Focus Trust, Inc.",1001-5000,Holdings,www.sprott.com,Sacha Osborn
312,11,Gage Pummery,Nurse,Johnson & Johnson,201-500,Major Pharmaceuticals,www.johnson.com,Aline Larsen
926,66,Sharron Torrisi,Tax Accountant,"Bemis Company, Inc.",10000+,Containers/Packaging,www.bemis.com,Jacob Dorsey
92,55,Doy Geraudy,Professor,"Soligenix, Inc.",201-500,Major Pharmaceuticals,"www.soligenix,.com",Arsenio Palmer
616,36,Joelie Imison,Recruiting Manager,Brookfield Asset Management Inc,1001-5000,Building operators,www.brookfield.com,Stuart Riley
775,16,Marlon Dimbylow,Associate Professor,Everi Holdings Inc.,1001-5000,Finance: Consumer Services,www.everi.com,Kimberley Owen
536,79,Niles Olczak,Assistant Manager,Foresight Autonomous Holdings Ltd.,1001-5000,Holdings,www.foresight.com,Piper Clarke
262,33,Libbi Hadleigh,Graphic Designer,Navios Maritime Partners LP,10000+,Marine Transportation,www.navios.com,Chester Payne
887,5,Ursulina Jayme,GIS Technical Architect,Infosys Limited,1001-5000,EDP Services,www.infosys.com,Risa Pugh
900,47,Jeremias Digance,Assistant Professor,"Hawthorn Bancshares, Inc.",1001-5000,Major Banks,www.hawthorn.com,Ursa Singleton
339,74,Morry Dockrell,General Manager,Huntington Bancshares Incorporated,501-1000,Major Banks,www.huntington.com,Ivy Harper
678,85,Alf Gasking,General Manager,Scorpio Tankers Inc.,201-500,Marine Transportation,www.scorpio.com,Ria Gilbert
315,99,Harvey Angless,Chief Design Engineer,WEX Inc.,1001-5000,Business Services,www.wex.com,Calista Rosales
658,77,Aharon Afield,Graphic Designer,"CenturyLink, Inc.",501-1000,Telecommunications Equipment,"www.centurylink,.com",Hoyt Downs
677,78,Syman Reburn,Assistant Media Planner,Cerus Corporation,201-500,Medical/Dental Instruments,www.cerus.com,Audrey Landry
523,87,Stacy Ottam,Senior Quality Engineer,"Sprouts Farmers Market, Inc.",10000+,Food Chains,www.sprouts.com,Lacy Chambers
681,35,Adella Wethey,Biostatistician II,Suncor Energy  Inc.,201-500,Integrated oil Companies,www.suncor.com,Ray Patton
597,7,Laryssa Klugman,Civil Engineer,Brink&#39;s Company (The),501-1000,Oil Refining/Marketing,www.brink&#39;s.com,Shaeleigh Ruiz
418,65,Daisie Wynrehame,Junior Executive,Realty Income Corporation,1001-5000,Real Estate Investment Trusts,www.realty.com,Orla Shepard
350,85,Winnie Rupke,Senior Financial Analyst,Layne Christensen Company,1001-5000,Engineering & Construction,www.layne.com,Ria Gilbert
165,16,Raimund Osgood,Help Desk Technician,"American Capital Senior Floating, Ltd.",10000+,Holdings,www.american.com,Kimberley Owen
472,2,Rhoda Blair,Assistant Professor,"Energizer Holdings, Inc.",10000+,Industrial Machinery/Components,www.energizer.com,Samuel Acosta
782,18,Gena Musla,Administrative Assistant III,"Greenbrier Companies, Inc. (The)",501-1000,Railroads,www.greenbrier.com,Porter Conway
642,24,Doe Dallemore,Environmental Specialist,Drive Shack Inc.,10000+,Holdings,www.drive.com,Ava Osborne
154,80,Bay Risdall,Clinical Specialist,First Trust Enhanced Short Maturity ETF,201-500,Holdings,www.first.com,Gary Randall
751,97,Robert Withinshaw,Dental Hygienist,KB Financial Group Inc,201-500,Commercial Banks,www.kb.com,Neil Garrett
433,83,Sherwin Georger,Analyst Programmer,"Chembio Diagnostics, Inc.",1001-5000,Major Pharmaceuticals,www.chembio.com,Kaseem James
769,55,Constantine Gurnell,Director of Sales,Amec Plc Ord,201-500,Military/Government/Technical,www.amec.com,Arsenio Palmer
734,83,Opal Mishow,Senior Sales Associate,"Silicon Laboratories, Inc.",501-1000,Semiconductors,www.silicon.com,Kaseem James
60,51,Willi McCullock,Physical Therapy Assistant,"Stericycle, Inc.",1001-5000,Environmental Services,"www.stericycle,.com",Iliana Weiss
304,11,Ilysa Stonall,Health Coach I,"Raymond James Financial, Inc.",501-1000,Investment Bankers/Brokers/Service,www.raymond.com,Aline Larsen
964,87,Dale Leele,Financial Advisor,"Trex Company, Inc.",201-500,Forest Products,www.trex.com,Lacy Chambers
920,27,Brit Kilfedder,Automation Specialist IV,Marathon Petroleum Corporation,501-1000,Integrated oil Companies,www.marathon.com,Catherine Estes
52,11,Denyse Reford,Analyst Programmer,"SunCoke Energy Partners, L.P.",501-1000,Steel/Iron Ore,www.suncoke.com,Aline Larsen
445,54,Essa Soonhouse,Assistant Manager,Fairmount Santrol Holdings Inc.,10000+,Mining & Quarrying of Nonmetallic Minerals (No Fuels),www.fairmount.com,Eve Mccarty
957,24,Kaitlyn Folini,Structural Engineer,"Bloomin&#39; Brands, Inc.",201-500,Restaurants,www.bloomin&#39;.com,Ava Osborne
240,68,Jozef Stachini,Administrative Officer,Blackrock Muni Intermediate Duration Fund Inc,10000+,Holdings,www.blackrock.com,Libby Lyons
42,41,Fredericka Winkell,Community Outreach Specialist,"Anthem, Inc.",10000+,Medical Specialities,"www.anthem,.com",Erich Pruitt
587,24,Carolynn Jayne,Food Chemist,Kilroy Realty Corporation,10000+,Real Estate Investment Trusts,www.kilroy.com,Ava Osborne
440,64,Kerwin Arent,Occupational Therapist,Otter Tail Corporation,501-1000,Electric Utilities: Central,www.otter.com,Rama Frye
556,56,Faythe Eliaz,Compensation Analyst,Fifth Third Bancorp,201-500,Major Banks,www.fifth.com,Hayley Munoz
770,53,Justina De Hooch,Tax Accountant,"Safe Bulkers, Inc",501-1000,Holdings,www.safe.com,Mona Mccormick
124,1,Tull Hubbins,Recruiting Manager,"New York Community Bancorp, Inc.",501-1000,Banks,www.new.com,Bianca Cardenas
508,73,Holt Rives,Programmer I,"Appliance Recycling Centers of America, Inc.",201-500,Home Furnishings,www.appliance.com,Lysandra Whitfield
21,88,Katharina Plaschke,Business Systems Development Analyst,Calamos Dynamic Convertible & Income Fund,501-1000,Holdings,www.calamos.com,Rhona Gross
896,59,Ulrick Corde,Help Desk Operator,Statoil ASA,10000+,Integrated oil Companies,www.statoil.com,Amanda Massey
849,50,Odessa Voaden,Cost Accountant,SeaSpine Holdings Corporation,501-1000,Medical/Dental Instruments,www.seaspine.com,Basia Russo
951,72,Cointon Reyne,Technical Writer,"GTY Technology Holdings, Inc.",501-1000,Business Services,www.gty.com,Stone Dotson
209,17,Sascha Caddies,Senior Editor,Big 5 Sporting Goods Corporation,1001-5000,Other Specialty Stores,www.big.com,Melodie Kinney
972,25,Kelvin Passby,Civil Engineer,Fifth Third Bancorp,1001-5000,Major Banks,www.fifth.com,Oliver Craft
74,52,Jarrett McKechnie,Clinical Specialist,"Synthetic Fixed-Income Securities, Inc.",201-500,Finance: Consumer Services,www.synthetic.com,Daphne Lindsey
695,70,Kristan Baake,Accounting Assistant I,MainStay DefinedTerm Municipal Opportunities Fund,501-1000,Holdings,www.mainstay.com,Tucker Horn
994,40,Riccardo Godber,Environmental Specialist,"Kingstone Companies, Inc",501-1000,Property-Casualty Insurers,www.kingstone.com,Amal Hodges
383,55,Carena Huxton,Senior Sales Associate,ZTO Express (Cayman) Inc.,501-1000,Trucking Freight/Courier Services,www.zto.com,Arsenio Palmer
572,94,Reeta Whisby,Help Desk Technician,Opus Bank,10000+,Holdings,www.opus.com,Adam Burch
417,66,Ag Oxherd,Biostatistician I,MSA Safety Incorporporated,201-500,Industrial Specialties,www.msa.com,Jacob Dorsey
298,64,Rodi Prevett,Tax Accountant,Cemex S.A.B. de C.V.,201-500,Building Materials,www.cemex.com,Rama Frye
25,100,Kori Wolstencroft,Safety Technician III,RadiSys Corporation,10000+,Computer peripheral equipment,www.radisys.com,Quincy Joyner
736,15,Field Batteson,Director of Sales,Dreyfus High Yield Strategies Fund,201-500,Holdings,www.dreyfus.com,Clayton Reid
392,30,Flynn Cadden,Research Nurse,"Daseke, Inc.",1001-5000,Transportation Services,"www.daseke,.com",Perry Poole
1,42,Elfreda Santello,Accountant II,PowerShares S&P SmallCap Materials Portfolio,10000+,Holdings,www.powershares.com,Georgia Middleton
348,50,Norah Bowkley,Paralegal,"Uni-Pixel, Inc.",501-1000,Industrial Machinery/Components,"www.uni-pixel,.com",Basia Russo
119,9,Debera Hehnke,Paralegal,U.S. Bancorp,10000+,Major Banks,www.u.s..com,Louis Yates
655,80,Gayle Cottell,Associate Professor,Flex Ltd.,501-1000,Electrical Products,www.flex.com,Gary Randall
272,88,Garrot Uebel,Quality Control Specialist,"PS Business Parks, Inc.",501-1000,Holdings,www.ps.com,Rhona Gross
713,85,Nettie Frake,Social Worker,"Blackhawk Network Holdings, Inc.",10000+,Finance: Consumer Services,www.blackhawk.com,Ria Gilbert
546,79,Worthington Godly,Chief Design Engineer,Eagle Point Credit Company Inc.,1001-5000,Holdings,www.eagle.com,Piper Clarke
516,57,Berni Morecomb,Administrative Assistant II,Qiagen N.V.,1001-5000,Biotechnology: Biological Products (No Diagnostic Substances),www.qiagen.com,Colette Black
810,97,Meade Sellner,Account Representative III,RLI Corp.,501-1000,Property-Casualty Insurers,www.rli.com,Neil Garrett
130,43,Netty Gibbieson,Professor,VanEck Vectors Pharmaceutical ETF,10000+,Holdings,www.vaneck.com,Fritz Rodgers
691,60,Elke Fanti,Legal Assistant,Centene Corporation,10000+,Medical Specialities,www.centene.com,Scott Camacho
622,40,Maure Cantle,Payment Adjustment Coordinator,PowerShares Golden Dragon China Portfolio,1001-5000,Holdings,www.powershares.com,Amal Hodges
60,85,Pam McCarroll,Sales Associate,"Stericycle, Inc.",1001-5000,Environmental Services,"www.stericycle,.com",Ria Gilbert
397,67,Carey Lamport,Project Manager,"Wal-Mart Stores, Inc.",501-1000,Department/Specialty Retail Stores,www.wal-mart.com,Velma Eaton
219,17,Ferd Norcliff,Safety Technician III,Barington/Hilco Acquisition Corp.,1001-5000,Business Services,www.barington/hilco.com,Melodie Kinney
803,29,Charlton Handy,Cost Accountant,Five Star Senior Living Inc.,1001-5000,Hospital/Nursing Management,www.five.com,Aline Vincent
868,49,Fransisco Metzel,Senior Quality Engineer,Synaptics Incorporated,10000+,EDP Services,www.synaptics.com,Troy Workman
397,37,Claybourne Dymoke,Staff Scientist,"Wal-Mart Stores, Inc.",501-1000,Department/Specialty Retail Stores,www.wal-mart.com,Yvette Anderson
164,93,Jereme Dearl,Senior Financial Analyst,Seadrill Partners LLC,1001-5000,Oil & Gas Production,www.seadrill.com,Giselle Dejesus
132,97,Illa Aaron,Dental Hygienist,Michael Kors Holdings Limited,10000+,Apparel,www.michael.com,Neil Garrett
285,95,Judi Sugar,Junior Executive,"BWX Technologies, Inc.",501-1000,Industrial Machinery/Components,www.bwx.com,Penelope Bolton
785,100,Jimmy Kenwin,Quality Engineer,"Angie&#39;s List, Inc.",501-1000,Advertising,www.angie&#39;s.com,Quincy Joyner
167,28,Zita Oloshkin,Chemical Engineer,Histogenics Corporation,1001-5000,Industrial Specialties,www.histogenics.com,Thomas Kidd
209,16,Edwina Rounsefull,VP Accounting,Big 5 Sporting Goods Corporation,1001-5000,Other Specialty Stores,www.big.com,Kimberley Owen
475,87,Kameko Devenport,Mechanical Systems Engineer,Eclipse Resources Corporation,201-500,Oil & Gas Production,www.eclipse.com,Lacy Chambers
286,4,Nananne Efford,Executive Secretary,Seneca Foods Corp.,10000+,Packaged Foods,www.seneca.com,Ignatius Frank
731,8,Marge Bendik,Mechanical Systems Engineer,"China Green Agriculture, Inc.",201-500,Agricultural Chemicals,www.china.com,Dexter Cherry
6,78,Jermain Ragsdall,Operator,Nationstar Mortgage Holdings Inc.,201-500,Finance: Consumer Services,www.nationstar.com,Audrey Landry
845,12,Kelvin Whitwell,Research Nurse,Emmis Communications Corporation,501-1000,Broadcasting,www.emmis.com,Naomi Livingston
634,52,Pancho Clara,Accountant I,"Tallgrass Energy Partners, LP",201-500,Natural Gas Distribution,www.tallgrass.com,Daphne Lindsey
589,79,Kilian Fergyson,Business Systems Development Analyst,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,10000+,Holdings,www.flaherty.com,Piper Clarke
643,9,Joelie Warstall,Developer III,"Value Line, Inc.",201-500,Investment Managers,www.value.com,Louis Yates
886,42,Dante Maxwaile,Nurse,OFG Bancorp,201-500,Holdings,www.ofg.com,Georgia Middleton
760,58,Bride Bamsey,Analyst Programmer,"Iconix Brand Group, Inc.",201-500,Shoe Manufacturing,www.iconix.com,Lance Floyd
463,40,Robert Phelipeaux,Recruiting Manager,Avenue Income Credit Strategies Fund,201-500,Holdings,www.avenue.com,Amal Hodges
732,44,Conny Workman,Statistician I,"Legg Mason, Inc.",501-1000,Investment Managers,www.legg.com,Lani Solomon
718,24,Laurens Chalke,Human Resources Manager,Biglari Holdings Inc.,201-500,Restaurants,www.biglari.com,Ava Osborne
821,35,Dolores Kissack,Librarian,Deutsche Bank AG,1001-5000,Major Banks,www.deutsche.com,Ray Patton
892,64,Piotr Lowerson,Environmental Tech,"Imprimis Pharmaceuticals, Inc.",10000+,Major Pharmaceuticals,www.imprimis.com,Rama Frye
331,58,Dud Tiffin,Programmer Analyst III,Talend S.A.,1001-5000,Computer Software: Prepackaged Software,www.talend.com,Lance Floyd
795,14,Fidelity Hayler,Food Chemist,Forum Merger Corporation,501-1000,Business Services,www.forum.com,Martin Pruitt
16,34,Darlene Chelsom,Media Manager II,Enterprise Products Partners L.P.,201-500,Natural Gas Distribution,www.enterprise.com,Dolan Merrill
295,62,Tawsha Jerg,Statistician IV,Nuveen Senior Income Fund,1001-5000,Holdings,www.nuveen.com,Alexander Barlow
187,100,Logan Hathwood,Account Coordinator,"Heritage-Crystal Clean, Inc.",1001-5000,Miscellaneous,www.heritage-crystal.com,Quincy Joyner
305,10,Fonsie Daulby,Environmental Tech,"Darden Restaurants, Inc.",1001-5000,Restaurants,www.darden.com,Seth Rosario
581,83,Chevy Podmore,VP Accounting,PowerShares DWA SmallCap Momentum Portfolio,10000+,Holdings,www.powershares.com,Kaseem James
969,100,Elnora Spat,Professor,"Neenah Paper, Inc.",1001-5000,Paper,www.neenah.com,Quincy Joyner
946,17,Ericka Trippett,Paralegal,Loews Corporation,501-1000,Property-Casualty Insurers,www.loews.com,Melodie Kinney
932,15,Cordy Portwaine,Nuclear Power Engineer,Telecom Italia S.P.A.,201-500,Telecommunications Equipment,www.telecom.com,Clayton Reid
182,54,Morna Climson,Financial Analyst,"Advanced Semiconductor Engineering, Inc.",10000+,Semiconductors,www.advanced.com,Eve Mccarty
694,39,Othilie Brownlee,Associate Professor,"Mirna Therapeutics, Inc.",1001-5000,Major Pharmaceuticals,www.mirna.com,Gail William
71,98,Claiborn Athey,Assistant Media Planner,INVESCO MORTGAGE CAPITAL INC,501-1000,Real Estate Investment Trusts,www.invesco.com,Maryam Mann
988,13,Sonja Hulcoop,Chemical Engineer,Teekay Offshore Partners L.P.,201-500,Marine Transportation,www.teekay.com,Anjolie Murphy
888,96,Gwyn Pentecost,Senior Cost Accountant,BlackRock California Municipal Income Trust,201-500,Holdings,www.blackrock.com,Joy Valencia
475,81,Kingsley Kyncl,Chemical Engineer,Eclipse Resources Corporation,201-500,Oil & Gas Production,www.eclipse.com,Solomon Matthews
227,89,Lincoln Rist,Marketing Assistant,Alphabet Inc.,201-500,"Computer Software: Programming, Data Processing",www.alphabet.com,Jack Mccarthy
